frame_no,status,type,slave,func,start_reg,count,byte_count,crc_ok,start_sample,end_sample,start_us,end_us,duration_us,gap_from_previous_us,raw_hex,summary,decoded,error
40,ok,response,0x01,0x03,0x0010,15,30,true,1558847908,1566139904,7794239.540,7830699.520,36459.980,4525.785,01 03 1E 00 00 00 00 02 0B 04 69 00 00 00 56 16 4B 00 00 00 1F 0E D8 01 AE 01 F4 01 01 00 00 00 00 1F B4,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0010..0x001E bytes=30 crc=OK,"response regs 0x0010..0x001E: status=0x0469 mode=standby err=NO bal=ON master=standalone sp=standby, prot=0x0000 (none), SOC=86%%, pack_v=57.07V, |pack_i|=0.00A, temp=31C",
41,ok,request,0x01,0x03,0x0020,11,,true,1636179530,1638137845,8180897.650,8190689.225,9791.575,350198.130,01 03 00 20 00 0B 05 C7,Growatt RS485 req slave=0x01 func=0x03 start=0x0020 count=11 crc=OK,read holding registers start=0x0020 count=11,
42,ok,response,0x01,0x03,0x0020,11,22,true,1639080808,1644706060,8195404.040,8223530.300,28126.260,4714.815,01 03 16 00 64 16 80 00 00 4A 38 00 00 0D F3 0D ED 00 01 00 07 00 00 00 00 24 15,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0020..0x002A bytes=22 crc=OK,"response regs 0x0020..0x002A: SOH=100%%, chg_v_target=57.60V, warn=0x0000 (none), dis_lim=190.00A, ext_err=0x0000, cell_max=3.571V",
43,ok,request,0x01,0x03,0x0071,16,,true,1716807832,1718766146,8584039.160,8593830.730,9791.570,360508.860,01 03 00 71 00 10 14 1D,Growatt RS485 req slave=0x01 func=0x03 start=0x0071 count=16 crc=OK,read holding registers start=0x0071 count=16,
44,ok,response,0x01,0x03,0x0071,16,32,true,1719647057,1727355739,8598235.285,8636778.695,38543.410,4404.555,01 03 20 0D EE 0D F1 0D EE 0D EE 0D EE 0D ED 0D ED 0D EF 0D EF 0D F1 0D EF 0D F1 0D EF 0D EE 0D EE 00 00 BC 8C,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0071..0x0080 bytes=32 crc=OK,response regs 0x0071..0x0080: cells count=15 min=3.565V#6 max=3.569V#2,
45,ok,request,0x01,0x03,0x0010,15,,true,1797389183,1799347498,8986945.915,8996737.490,9791.575,350167.220,01 03 00 10 00 0F 04 0B,Growatt RS485 req slave=0x01 func=0x03 start=0x0010 count=15 crc=OK,read holding registers start=0x0010 count=15,
46,ok,response,0x01,0x03,0x0010,15,30,true,1800254976,1807546971,9001274.880,9037734.855,36459.975,4537.390,01 03 1E 00 00 00 00 02 0B 04 69 00 00 00 56 16 4B 00 00 00 1F 0E D8 01 AE 01 F4 01 01 00 00 00 00 1F B4,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0010..0x001E bytes=30 crc=OK,"response regs 0x0010..0x001E: status=0x0469 mode=standby err=NO bal=ON master=standalone sp=standby, prot=0x0000 (none), SOC=86%%, pack_v=57.07V, |pack_i|=0.00A, temp=31C",
47,ok,request,0x01,0x03,0x0020,11,,true,1877579949,1879538264,9387899.745,9397691.320,9791.575,350164.890,01 03 00 20 00 0B 05 C7,Growatt RS485 req slave=0x01 func=0x03 start=0x0020 count=11 crc=OK,read holding registers start=0x0020 count=11,
48,ok,response,0x01,0x03,0x0020,11,22,true,1880467040,1886092293,9402335.200,9430461.465,28126.265,4643.880,01 03 16 00 64 16 80 00 00 4A 38 00 00 0D F3 0D ED 00 01 00 07 00 00 00 00 24 15,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0020..0x002A bytes=22 crc=OK,"response regs 0x0020..0x002A: SOH=100%%, chg_v_target=57.60V, warn=0x0000 (none), dis_lim=190.00A, ext_err=0x0000, cell_max=3.571V",
49,ok,request,0x01,0x03,0x0071,16,,true,1958179676,1960137991,9790898.380,9800689.955,9791.575,360436.915,01 03 00 71 00 10 14 1D,Growatt RS485 req slave=0x01 func=0x03 start=0x0071 count=16 crc=OK,read holding registers start=0x0071 count=16,
50,ok,response,0x01,0x03,0x0071,16,32,true,1961074958,1968783640,9805374.790,9843918.200,38543.410,4684.835,01 03 20 0D EE 0D EF 0D EE 0D EE 0D EE 0D ED 0D EE 0D EF 0D EF 0D EF 0D EF 0D F1 0D EF 0D EE 0D EE 00 00 50 C0,Growatt RS485 rsp slave=0x01 func=0x03 regs=0x0071..0x0080 bytes=32 crc=OK,response regs 0x0071..0x0080: cells count=15 min=3.565V#6 max=3.569V#12,
